Windfarm Id,Name,OtherNames,Country Name,Windfarm Status,Round/Category,Region,Comments,Website,Most Recent Lifecycle Event,Offshore Construction Starts,Submit Consent Application,Financial Close,First Power,Estimated COD,COD,Owners,Developers,Operators,Capacity MW (Max),Num Turbines (Max),Total # of Turbines,Turbine Description,# of Turbine 1,Turbine 1 OEM,Turbine 1 Model,Turbine 1 Estimated,Turbine 1 Drive Train,Turbine 1 Capacity MW,TotalTurbine 1 HeightM,HubHeight 1 M,RotorDiam 1 M,# of Turbine 2,Turbine 2 OEM ,Turbine 2 Model,Turbine 2 Estimated,Turbine 2 Drive Train,Turbine 2 Capacity MW,TotalTurbine 2 Height,HubHeight 2 ,RotorDiam 2 M,Others,Foundation Description,Total # of Foundations,# of Foundation 1,FoundationType 1,Foundation Tech 1,# of Foundation 2,Foundation Type 2,Foundation Tech 2,Foundation Comments,CAPEX,ProjectCost Mill,ProjectCost Currency,WaterDepthM (Min),WaterDepthM (Max),DevDepthM (Min),DevDepthM (Max),DistanceFrom ShoreQuoted,DistanceFrom ShoreAuto,WindSpeed1m (m/s),AreaSqKm,Lat,Lon,Sea Name,GeoRegion,Estimated Location,Installation Base,Ops and Maintenance,NumOffshore Substations,SharedPlatformType,GridConnection Point,LandingPoint,AC_NumCables,AC_AverageLengthCableKm,AC_AdditionalRequirementsKm,AC_NominalVoltageKV,AC_MaximumVoltageKV,AC_SectionMM2,DC_NumCables,DC_AverageLengthCableKm,DC_AdditionalRequirementsKm,DC_NominalVoltageKV,DC_MaximumVoltageKV,DC_SectionMM2,ExportCableComments,CableLengthKm,NominalVoltageKV_A,MaximumVoltageKV_A,SectionMM2_A,Comments_A,Num Cables,AverageLengthCableKm_O,Comments_O,ExpectedLife Years
BR02,Asa Branca I - CEMAB I,,Brazil,Permitting,,Cearà,Due to environmental issues a floating island may have to be introduced instead of a land based port. The project waiting for the Federal Asset Secretariat to sign the usage agreement.,,31 Dec 2018: Developer expects to receive approval by end of 2018.,,,,,,,Eólica Brasil Ltda,Asa Branca 2,,400,50,50,Estimate: SWT-8.0-154 (Siemens Gamesa),,Siemens Gamesa,SWT-8.0-154,Yes,Direct Drive,8,217,140,154,,,,,,,,,,,Grounded: Mobile Jack-Up,50,,Grounded,Tripod,,,,Sea Titan platforms (Offshore Wind Power Systems of Texas).,,,,6.9,10,7,12,3,10,10.3,72.24,-2.955,-39.651,Atlantic Ocean,South America,NO,,,1,,PECÉM II 230/500 kV,"Icaraí, Amontada",3,3.5,,230,,800,,,,,,,,57.5,69,,,,,116.68,,
BR03,Asa Branca II - CEMAB II,,Brazil,Planning,,Cearà,Due to environmental issues a floating island may have to be introduced instead of a land based port. The project waiting for the Federal Asset Secretariat to sign the usage agreement.,,,,,,,,,Eólica Brasil Ltda,Asa Branca 3,,400,50,50,Estimate: SWT-8.0-154 (Siemens Gamesa),,Siemens Gamesa,SWT-8.0-154,Yes,Direct Drive,8,,,154,,,,,,,,,,,Grounded: Mobile Jack-Up,50,,Grounded,Tripod,,,,Sea Titan platforms (Offshore Wind Power Systems of Texas).,,,,1,27.8,,,,18,10.46,,-2.692,-39.928,Atlantic Ocean,South America,NO,,,1,,PECÉM II 230/500 kV,,,,,230,,,,,,,,,,,69,,,,,,,
BR04,Asa Branca III - CEMAB III,,Brazil,Planning,,Cearà,Due to environmental issues a floating island may have to be introduced instead of a land based port. The project waiting for the Federal Asset Secretariat to sign the usage agreement.,,,,,,,,,Eólica Brasil Ltda,Asa Branca 4,,400,50,50,SWT-8.0-154 (Siemens Gamesa),,Siemens Gamesa,SWT-8.0-154,,Direct Drive,8,,,154,,,,,,,,,,,Grounded: Mobile Jack-Up,50,,Grounded,Tripod,,,,Sea Titan platforms (Offshore Wind Power Systems of Texas).,,,,1,27.8,,,,18,10.46,,-2.692,-39.928,Atlantic Ocean,South America,NO,,,1,,PECÉM II 230/500 kV,,,,,230,,,,,,,,,,,69,,,,,,,
BR27,Cearà - B.I. Energia,,Brazil,Planning,,Cearà,,,,,,,,,,,,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,Grounded,,,,,,,,,,,17,18,,,9.76,,-3.347,-39.074,Atlantic Ocean,South America,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR26,EOL Planta Piloto de Geração,,Brazil,Planning,,Rio Grande do Norte,"The project will be located in the Ubarana field, 20km off the coast of the municipality of Guamaré. It will feature a 5MW turbine with 65m rotor diameter, a fixed foundation and a 1km sub-umbilical electric-optical cable which will connect to the Ubarana Platform 3 (PUB-3). A solar powered anemometric tower will also be installed 350m from the turbine to measure wind speed and direction, temperature, humidity, pressure and rainfall. The collected data will be sent via radio to PUB-3 and used to evaluate the performance of the turbine and survey wind potential.",,"06 Dec 2018: Petrobras has announced plans to invest $417m in renewable energy development, according to its 2019-2023 Business Management Plan. Although this is a relatively small amount in comparison to the $84bn the company plans to invest overall, it is the first time offshore wind has been included in Petrobras’ official strategy. The report highlights offshore wind as one the company’s main areas for renewable energy expansion alongside solar and biofuels. Petrobras will continue to investigate offshore wind potential over the next decade.",,,,2022,,,PETRÓLEO BRASILEIRO S.A./ Petrobras,PETRÓLEO BRASILEIRO S.A./ Petrobras,,9.5,1,1,TBD,,,,,,5,,,65,,,,,,,,,,,Grounded: ,1,,Grounded,,,,,,,,,12,12,,,20,19,10.78,,-4.913,-36.369,Atlantic Ocean,South America,NO,,,,,,,1,1,,,35,,,,,,,,A 1km sub-umbilical electric-optical cable will connect the turbine to the Ubarana Platform 3 (PUB-3). ,,,,,,,,,
BR24,Caucaia,,Brazil,On Hold/Canceled,,Cearà,,,"08 Mar 2017: Project has been listed as dormant, as no information has been released, for several years.",,,,,,,ENERCE (Enerce Energias Renováveis do Ceará) Ltda,ENERCE (Enerce Energias Renováveis do Ceará) Ltda,,288,48,48,TBD,,,,,,6,,,,,,,,,,,,,,Grounded: ,48,,,,,,,,,,,9.3,15.5,,,,6,9.55,65.25,-3.629,-38.635,Atlantic Ocean,South America,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BR25,Pecem,,Brazil,On Hold/Canceled,,Cearà,,,"08 Mar 2017: Project has been listed as dormant, as no information has been released, for several years.",,,,,,,ENERCE (Enerce Energias Renováveis do Ceará) Ltda,ENERCE (Enerce Energias Renováveis do Ceará) Ltda,,,,0,TBD,,,,,,,,,,,,,,,,,,,,Grounded: ,0,,,,,,,,,,,,,,,,,9.65,,-3.52,-38.824,Atlantic Ocean,South America,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA23,Cedar Spring,,Canada,On Hold/Canceled,,Ontario,The capacity and number of turbines reflects the potential total after a two phase development. Phase 1 consists of 5 turbines with a 10MW capacity and phase 2 consisting of an extra 50 turbines with an extra 100MW. In total over the 2 phases the number of turbines will be 55 and the capacity will be 110MW.    Original plans were to start construction in 2012.,http://www.southpointwind.com/Public.html,"22 Dec 2016: Ontario Government has announced it is to keep the moratorium on offshore wind development in effect until all the potential impacts are fully understood. The environment ministry said two recently completed studies for the government on noise and environmental issues show more research is needed, and that the province will monitor the Icebreaker project Ohio is allowing in Lake Erie.",,1-Feb-10,,,,,Southpoint Wind,Southpoint Wind,,110,55,55,DeWind D8.2 2000KW (DeWind),,DeWind,DeWind D8.2 2000KW,,Geared,2,120,80,80,,,,,,,,,,,Grounded: ,55,,,,,,,,,,,10,15,,,2.3,5,,5.16,42.218,-81.977,Lake Erie,North America,NO,,,0,,,,1,,,27,,,,,,,,,,,,,,,,,,
CA18,Colchester,,Canada,On Hold/Canceled,,Ontario,The capacity and number of turbines reflects the potential total after a two phase development. Phase 1 consists of 5 turbines with a 10MW capacity and phase 2 consisting of an extra 50 turbines with an extra 100MW. In total over the 2 phases the number of turbines will be 55 and the capacity will be 110MW.    Original plans were to start construction in 2012.,http://www.southpointwind.com/Public.html,"22 Dec 2016: Ontario Government has announced it is to keep the moratorium on offshore wind development in effect until all the potential impacts are fully understood. The environment ministry said two recently completed studies for the government on noise and environmental issues show more research is needed, and that the province will monitor the Icebreaker project Ohio is allowing in Lake Erie.",,1-Feb-10,,,,,Southpoint Wind,Southpoint Wind,,110,55,55,DeWind D8.2 2000KW (DeWind),,DeWind,DeWind D8.2 2000KW,,Geared,2,120,80,80,,,,,,,,,,,Grounded: ,55,,,,,,,,,,,7,10,,,2.5,5,,5.13,41.938,-82.926,Lake Erie,North America,NO,,,0,,,,1,,,27,,,,,,,,,,,,,,,,,,
CA15,Deerbrook,,Canada,On Hold/Canceled,,Ontario,The capacity and number of turbines reflects the potential total after a two phase development. Phase 1 consists of 5 turbines with a 10MW capacity and phase 2 consisting of an extra 50 turbines with an extra 100MW. In total over the 2 phases the number of turbines will be 55 and the capacity will be 110MW.    Original plans were to start construction in 2012.,http://www.southpointwind.com/Public.html,"22 Dec 2016: Ontario Government has announced it is to keep the moratorium on offshore wind development in effect until all the potential impacts are fully understood. The environment ministry said two recently completed studies for the government on noise and environmental issues show more research is needed, and that the province will monitor the Icebreaker project Ohio is allowing in Lake Erie.",,1-Feb-10,,,,,Southpoint Wind,Southpoint Wind,,110,55,55,DeWind D8.2 2000KW (DeWind),,DeWind,DeWind D8.2 2000KW,,Geared,2,120,80,80,,,,,,,,,,,Grounded: ,55,,,,,,,,,,,2,5,,,1.1,4,,5.13,42.346,-82.6,Lake Saint Clair,North America,NO,,,0,,,,1,,,27,,,,,,,,,,,,,,,,,,
CA11,Kingsville Extension,,Canada,On Hold/Canceled,,Ontario,"Extension to earlier proposed pilot applications, see Kingsville Pilot. They are three projects with a pilot and an extension and 10 that will have 2 phases. Although if any get permission, they will work in the same manner. Namely, a 1st phase of 5 turbines then a 2nd phase of 50 turbines.    Original plans were to start construction in 2012.",http://www.southpointwind.com/Public.html,"22 Dec 2016: Ontario Government has announced it is to keep the moratorium on offshore wind development in effect until all the potential impacts are fully understood. The environment ministry said two recently completed studies for the government on noise and environmental issues show more research is needed, and that the province will monitor the Icebreaker project Ohio is allowing in Lake Erie.",,,,,,,Southpoint Wind,Southpoint Wind,,100,50,50,DeWind D8.2 2000KW (DeWind),,DeWind,DeWind D8.2 2000KW,,Geared,2,120,80,80,,,,,,,,,,,Grounded: ,50,,,,,,,,,,,7,10,,,1.5,3,,4.54,41.985,-82.74,Lake Erie,North America,NO,,,0,,,,1,,,27,,,,,,,,,,,,,,,,,,
CA02,Kingsville Pilot,MNR Tracts : 292P & 292Y,Canada,On Hold/Canceled,,Ontario,"Other turbines expected to be installed after initial stage complete. The extension has been proposed see Kingsville Extension. Of the 13 wind farms proposed by SouthPoint, 3 are pilots and extensions and 10 are 2 phase projects. Although if any get permission, they will work in the same manner. Namely, a 1st phase of 5 turbines then a 2nd phase of 50 turbines.    SouthPoint Wind has since issued a $1.2-billion lawsuit against the provincial government for issuing a moratorium on offshore wind farms.   Claim is due to the fact that the Ministry of Natural Resources arbitrarily cancelled all applications for offshore wind development and revoked SouthPoint Wind’s Applicant of Record status, leaving it with no certainty as to where its projects could be located and as a result of such uncertainty, previous site specific environmental studies and reports completed at great expense to SouthPoint were rendered useless because they related to tracts of land for which SPW no longer held Applicant of Record status, resulting in significant financial hardship to the Plaintiff.  Developer would also be required to reaply for future feed-in-taffiff programs    Original plans were to start construction in 2011.",http://www.southpointwind.com/Public.html,"22 Dec 2016: Ontario Government has announced it is to keep the moratorium on offshore wind development in effect until all the potential impacts are fully understood. The environment ministry said two recently completed studies for the government on noise and environmental issues show more research is needed, and that the province will monitor the Icebreaker project Ohio is allowing in Lake Erie.",,1-Feb-10,,,,,Southpoint Wind,Southpoint Wind,,10,5,5,DeWind D8.2 2000KW (DeWind),,DeWind,DeWind D8.2 2000KW,,Geared,2,120,80,80,,,,,,,,,,,Grounded: Monopile,5,,,,,,,,,,,3,8,,,0.8,0,,1.59,42.009,-82.742,Lake Erie,North America,NO,,,0,,,Kingsville,1,1,,27,,,,,,,,,,,10,,,,,,,
CA14,Lakeshore,,Canada,On Hold/Canceled,,Ontario,The capacity and number of turbines reflects the potential total after a two phase development. Phase 1 consists of 5 turbines with a 10MW capacity and phase 2 consisting of an extra 50 turbines with an extra 100MW. In total over the 2 phases the number of turbines will be 55 and the capacity will be 110MW.    Original plans were to start construction in 2012.,http://www.southpointwind.com/Public.html,"22 Dec 2016: Ontario Government has announced it is to keep the moratorium on offshore wind development in effect until all the potential impacts are fully understood. The environment ministry said two recently completed studies for the government on noise and environmental issues show more research is needed, and that the province will monitor the Icebreaker project Ohio is allowing in Lake Erie.",,1-Feb-10,,,,,Southpoint Wind,Southpoint Wind,,110,55,55,DeWind D8.2 2000KW (DeWind),,DeWind,DeWind D8.2 2000KW,,Geared,2,120,80,80,,,,,,,,,,,Grounded: ,55,,,,,,,,,,,3,5,,,2.3,4,,5.13,42.35,-82.783,Lake Saint Clair,North America,NO,,,0,,,,1,,,27,,,,,,,,,,,,,,,,,,
CA17,Lakewood Beach,,Canada,On Hold/Canceled,,Ontario,The capacity and number of turbines reflects the potential total after a two phase development. Phase 1 consists of 5 turbines with a 10MW capacity and phase 2 consisting of an extra 50 turbines with an extra 100MW. In total over the 2 phases the number of turbines will be 55 and the capacity will be 110MW.    Original plans were to start construction in 2012.,http://www.southpointwind.com/Public.html,"22 Dec 2016: Ontario Government has announced it is to keep the moratorium on offshore wind development in effect until all the potential impacts are fully understood. The environment ministry said two recently completed studies for the government on noise and environmental issues show more research is needed, and that the province will monitor the Icebreaker project Ohio is allowing in Lake Erie.",,1-Feb-10,,,,,Southpoint Wind,Southpoint Wind,,110,55,55,DeWind D8.2 2000KW (DeWind),,DeWind,DeWind D8.2 2000KW,,Geared,2,120,80,80,,,,,,,,,,,Grounded: ,55,,,,,,,,,,,4,7,,,2,4,,5.13,41.999,-83.093,Lake Erie,North America,NO,,,0,,,,1,,,27,,,,,,,,,,,,,,,,,,
CA13,Leamington Extension,,Canada,On Hold/Canceled,,Ontario,"Extension to earlier proposed pilot applications, see Leamington Pilot. They are three projects with a pilot and an extension and 10 that will have 2 phases. Although if any get permission, they will work in the same manner. Namely, a 1st phase of 5 turbines then a 2nd phase of 50 turbines.    Original plans were to start construction in 2012.",http://www.southpointwind.com/Public.html,"22 Dec 2016: Ontario Government has announced it is to keep the moratorium on offshore wind development in effect until all the potential impacts are fully understood. The environment ministry said two recently completed studies for the government on noise and environmental issues show more research is needed, and that the province will monitor the Icebreaker project Ohio is allowing in Lake Erie.",,,,,,,Southpoint Wind,Southpoint Wind,,100,50,50,DeWind D8.2 2000KW (DeWind),,DeWind,DeWind D8.2 2000KW,,Geared,2,120,80,80,,,,,,,,,,,Grounded: ,50,,,,,,,,,,,8,10,,,1.5,2,,4.88,41.987,-82.591,Lake Erie,North America,NO,,,0,,,,1,,,27,,,,,,,,,,,,,,,,,,
CA04,Leamington Pilot,"MNR Tracts: 291S, 291T, 291U & 291V",Canada,On Hold/Canceled,,Ontario,"Other turbines expected to be installed after initial stage complete. The extension has been proposed see Leamington Extension. Of the 13 wind farms proposed by SouthPoint, 3 are pilots and extensions and 10 are 2 phase projects. Although if any get permission, they will work in the same manner. Namely, a 1st phase of 5 turbines then a 2nd phase of 50 turbines.    SouthPoint Wind has since issued a $1.2-billion lawsuit against the provincial government for issuing a moratorium on offshore wind farms.   Claim is due to the fact that the Ministry of Natural Resources arbitrarily cancelled all applications for offshore wind development and revoked SouthPoint Wind’s Applicant of Record status, leaving it with no certainty as to where its projects could be located and as a result of such uncertainty, previous site specific environmental studies and reports completed at great expense to SouthPoint were rendered useless because they related to tracts of land for which SPW no longer held Applicant of Record status, resulting in significant financial hardship to the Plaintiff.  Developer would also be required to reaply for future feed-in-taffiff programs",http://www.southpointwind.com/Public.html,"22 Dec 2016: Ontario Government has announced it is to keep the moratorium on offshore wind development in effect until all the potential impacts are fully understood. The environment ministry said two recently completed studies for the government on noise and environmental issues show more research is needed, and that the province will monitor the Icebreaker project Ohio is allowing in Lake Erie.",,1-Feb-10,,,,,Southpoint Wind,Southpoint Wind,,10,5,5,DeWind D8.2 2000KW (DeWind),,DeWind,DeWind D8.2 2000KW,,Geared,2,120,80,80,,,,,,,,,,,Grounded: Monopile,5,,,,,,,,,,,7,9,,,0.8,1,,1.19,42.007,-82.592,Lake Erie,North America,NO,,,0,,,Leamington,1,1,,27,,,,,,,,,,,10,,,,,,,
CA16,Lighthouse Cove,,Canada,On Hold/Canceled,,Ontario,The capacity and number of turbines reflects the potential total after a two phase development. Phase 1 consists of 5 turbines with a 10MW capacity and phase 2 consisting of an extra 50 turbines with an extra 100MW. In total over the 2 phases the number of turbines will be 55 and the capacity will be 110MW.    Original plans were to start construction in 2012.,http://www.southpointwind.com/Public.html,"22 Dec 2016: Ontario Government has announced it is to keep the moratorium on offshore wind development in effect until all the potential impacts are fully understood. The environment ministry said two recently completed studies for the government on noise and environmental issues show more research is needed, and that the province will monitor the Icebreaker project Ohio is allowing in Lake Erie.",,1-Feb-10,,,,,Southpoint Wind,Southpoint Wind,,110,55,55,DeWind D8.2 2000KW (DeWind),,DeWind,DeWind D8.2 2000KW,,Geared,2,120,80,80,,,,,,,,,,,Grounded: ,55,,,,,,,,,,,3,6,,,2.4,3,,4.62,42.361,-82.478,Lake Saint Clair,North America,NO,,,0,,,,1,,,27,,,,,,,,,,,,,,,,,,
CA20,Port Alma,,Canada,On Hold/Canceled,,Ontario,The capacity and number of turbines reflects the potential total after a two phase development. Phase 1 consists of 5 turbines with a 10MW capacity and phase 2 consisting of an extra 50 turbines with an extra 100MW. In total over the 2 phases the number of turbines will be 55 and the capacity will be 110MW.    Original plans were to start construction in 2012.,http://www.southpointwind.com/Public.html,"22 Dec 2016: Ontario Government has announced it is to keep the moratorium on offshore wind development in effect until all the potential impacts are fully understood. The environment ministry said two recently completed studies for the government on noise and environmental issues show more research is needed, and that the province will monitor the Icebreaker project Ohio is allowing in Lake Erie.",,1-Feb-10,,,,,Southpoint Wind,Southpoint Wind,,110,55,55,DeWind D8.2 2000KW (DeWind),,DeWind,DeWind D8.2 2000KW,,Geared,2,120,80,80,,,,,,,,,,,Grounded: ,55,,,,,,,,,,,10,17,,,1,4,,5.18,42.14,-82.243,Lake Erie,North America,NO,,,0,,,,1,,,27,,,,,,,,,,,,,,,,,,
CA21,Port Crewe,,Canada,On Hold/Canceled,,Ontario,The capacity and number of turbines reflects the potential total after a two phase development. Phase 1 consists of 5 turbines with a 10MW capacity and phase 2 consisting of an extra 50 turbines with an extra 100MW. In total over the 2 phases the number of turbines will be 55 and the capacity will be 110MW.    Original plans were to start construction in 2012.,http://www.southpointwind.com/Public.html,"22 Dec 2016: Ontario Government has announced it is to keep the moratorium on offshore wind development in effect until all the potential impacts are fully understood. The environment ministry said two recently completed studies for the government on noise and environmental issues show more research is needed, and that the province will monitor the Icebreaker project Ohio is allowing in Lake Erie.",,1-Feb-10,,,,,Southpoint Wind,Southpoint Wind,,110,55,55,DeWind D8.2 2000KW (DeWind),,DeWind,DeWind D8.2 2000KW,,Geared,2,120,80,80,,,,,,,,,,,Grounded: ,55,,,,,,,,,,,13,19,,,2.3,5,,5.15,42.14,-82.21,Lake Erie,North America,NO,,,0,,,,1,,,27,,,,,,,,,,,,,,,,,,
